date,10y,BEST_EPS,CORR_COEF,DVD_PAYOUT_RATIO,DVD_SH_LAST,NET_AGGTE_DVD_YLD,NET_DEBT_TO_EBITDA,PE_RATIO,PX_TO_BOOK_RATIO,SHORT_AND_LONG_TERM_DEBT,acc_rate,bbb_credit,default_yield,erp,est_pe,global_bonds_total_r,inflation_total_r,libor3m,sentiment,spread,spx,tail,ts
2004-03-22,-0.015486608326703788,0.00026575746348567186,0.00010029741253148039,0.0,0.015004,0.012422360248447006,0.0,-0.012957503991351538,-0.012955204640670348,0.0,9.123287671232878e-05,0.007900386431945128,0.023255813953488413,-0.01944832846065847,-0.01295752311268894,0.0029573285376169878,0.005007990583050681,0.0,0.0,1.227272727272493,-0.0129575231126889,-0.009000000000000008,-0.010732524736674076
2004-03-23,-0.006060442816355094,0.0012424767641214807,-6.0377080450813025e-05,0.0,0.0,0.0,0.0,-0.001323408613818411,-0.0013386443776937096,0.0,3.041095890410959e-05,0.009585072846553633,0.014204545454545414,-0.0028519574799066305,-0.001323717363520216,-0.0015615194556701795,-0.0007601682269479104,0.0,0.0,-0.7346938775508027,-0.0013237173635202,-0.0018163471241169349,-0.0024063991396114925
2004-03-24,0.004552722148451149,0.0002044811018877546,-2.046804273403424e-06,0.0,0.004144,0.006134969325153339,0.0,-0.002396462171946223,-0.0023866348448686736,0.0,3.041095890410959e-05,-0.007088906704924236,-0.0056022408963585235,0.0,-0.00239499063028481,-0.0010267995347942316,-0.0015918842580741055,0.0,0.0,1.0769230769211937,-0.0023949906302848,-0.002224019409623912,0.009064855492368018
2004-03-25,0.008066039008335801,0.0010346813321953086,6.549787080745162e-05,-0.0006523453687489189,0.0,-0.018292682926829174,0.0016976469324165855,0.01666284958139297,0.015107819361604546,0.002147375386507333,3.041095890410959e-05,4.249713144366396e-05,-0.011267605633802802,0.016770670826832923,0.01636535236821146,-0.001235905103661561,-0.004364946730728958,0.0,-0.1844559585492228,1.1111111111118595,0.0163653523682114,0.011347517730496248,0.00637475738528126
2004-03-26,0.024727039177906196,0.00029932651534037014,-3.07001161492515e-06,0.0,0.000321,0.0,0.0,-0.0010162245505833667,-0.0010330912025827699,0.0,3.041095890410959e-05,-0.009518952915179235,-0.022792022792022637,0.011379618974555639,-0.0010187614385273047,-0.00454855278199684,-0.0038390887317842903,0.0,0.0,-1.0350877192982035,-0.0010187614385273,-0.00220396714085358,-0.0038395527009573716
2004-03-29,0.01540791810299802,-1.714378335260225e-05,0.000220018174524661,-0.014350265255182681,0.193755,-0.012422360248447228,-0.0325009653752093,0.011791176411633852,0.012668454900947035,-0.0016047384135265963,9.123287671232878e-05,-0.012442079972541653,-0.026239067055393694,0.01959544879898867,0.013004710936231012,-0.0003588748918321727,-0.00014427712159770234,0.0,0.0,-29.50000000002275,0.013004710936231,0.010441767068273267,0.010896980461811756
2004-03-30,0.0014659739725322307,0.0005844571795501352,-2.0462304853863245e-06,-0.0022582492596904258,0.024306,0.0,-0.002616465997028805,0.003764071933395785,0.004404021062709429,-0.002162847228202369,3.041095890410959e-05,-0.002476322877747794,-0.005988023952095856,0.005207687538747452,0.0040357426033656996,0.0012367931292418533,0.0006951579614808967,0.0,0.0,-0.14035087719287054,0.0040357426033656,0.0033783783783785104,-0.0013353598003988942
2004-03-31,-0.015177585454171916,0.0004439279995513967,-1.4323642706925988e-05,-0.001847141555244236,0.100597,0.0,-0.00124497009848612,-0.0007203864429191631,-0.00022241286181812203,-0.001168462093904199,3.041095890410959e-05,0.008318453029049211,0.01807228915662651,-0.007030960897989269,-0.0007009760425908951,0.007707530640910454,0.0055752935659934,0.0,0.0,0.2653061224491975,-0.0007009760425908,-0.0002970885323826389,-0.004970310094567831
2004-04-01,0.011421716908313284,0.004359462602817166,-7.468863535675663e-05,0.0,0.011027,-0.0062893081761006275,0.0,0.005569737758180482,0.005275535498633355,0.0,3.041095890410959e-05,-0.005960608154803149,-0.01183431952662728,0.01279503105590063,0.0052920858454461595,0.0017563700571814334,0.0036482808176629966,0.0,0.7525412960609912,-0.48387096774176985,0.0052920858454461,0.0047548291233283635,-0.0036557333569091632
2004-04-02,0.0682978394265974,-0.0011750462345039292,7.469421416561595e-05,0.0,0.075253,-0.006329113924050667,0.0,0.008514566586955041,0.008535660091047115,0.0,3.041095890410959e-05,-0.05427131311375677,-0.050898203592814384,0.029927633999754732,0.008514622362365998,-0.014031661287062791,-0.017569172784129616,0.0,0.0,0.7187499999989786,0.0085146223623659,0.006901311249137176,0.017076839121001886
